"","gene_id","source","gene_version","gene_name","gene_biotype","phase"
"ENSMUSG00000107691","ENSMUSG00000107691","havana","1","Gm43901","processed_pseudogene",NA
"ENSMUSG00000107692","ENSMUSG00000107692","havana","1","Gm19172","processed_pseudogene",NA
"ENSMUSG00000107693","ENSMUSG00000107693","havana","1","Gm44312","processed_pseudogene",NA
"ENSMUSG00000107694","ENSMUSG00000107694","havana","1","Gm8921","processed_pseudogene",NA
"ENSMUSG00000107695","ENSMUSG00000107695","havana","1","Gm44289","processed_pseudogene",NA
"ENSMUSG00000107697","ENSMUSG00000107697","havana","1","Gm44399","processed_pseudogene",NA
"ENSMUSG00000107700","ENSMUSG00000107700","havana","1","Gm20144","processed_pseudogene",NA
"ENSMUSG00000107701","ENSMUSG00000107701","havana","1","Gm19287","processed_pseudogene",NA
"ENSMUSG00000107702","ENSMUSG00000107702","havana","1","Gm44140","bidirectional_promoter_lncRNA",NA
"ENSMUSG00000107704","ENSMUSG00000107704","havana","1","Gm44082","lincRNA",NA
"ENSMUSG00000107705","ENSMUSG00000107705","havana","1","Umad1","protein_coding",NA
"ENSMUSG00000107708","ENSMUSG00000107708","havana","1","Gm19131","transcribed_unprocessed_pseudogene",NA
"ENSMUSG00000107709","ENSMUSG00000107709","havana","1","9430018G01Rik","antisense",NA
"ENSMUSG00000107710","ENSMUSG00000107710","havana","1","Gm5307","processed_pseudogene",NA
"ENSMUSG00000107711","ENSMUSG00000107711","ensembl_havana","1","Olfr320","protein_coding",NA
"ENSMUSG00000107713","ENSMUSG00000107713","havana","1","Gm6681","processed_pseudogene",NA
"ENSMUSG00000107714","ENSMUSG00000107714","havana","1","Gm44398","lincRNA",NA
"ENSMUSG00000107718","ENSMUSG00000107718","havana","1","RP23-69L20.2","unprocessed_pseudogene",NA
"ENSMUSG00000107721","ENSMUSG00000107721","havana","1","Gm44261","processed_pseudogene",NA
"ENSMUSG00000107722","ENSMUSG00000107722","ensembl_havana","1","2900060B14Rik","antisense",NA
"ENSMUSG00000107723","ENSMUSG00000107723","havana","1","Gm43964","antisense",NA
"ENSMUSG00000107724","ENSMUSG00000107724","havana","1","Gm16042","processed_pseudogene",NA
"ENSMUSG00000107725","ENSMUSG00000107725","havana","1","Gm18484","processed_pseudogene",NA
"ENSMUSG00000107726","ENSMUSG00000107726","havana","1","Gm44037","lincRNA",NA
"ENSMUSG00000107727","ENSMUSG00000107727","havana","1","Gm18010","processed_pseudogene",NA
"ENSMUSG00000107728","ENSMUSG00000107728","havana","1","Gm43949","lincRNA",NA
"ENSMUSG00000107730","ENSMUSG00000107730","havana","1","Gm44238","lincRNA",NA
"ENSMUSG00000107731","ENSMUSG00000107731","havana","1","Gm18326","processed_pseudogene",NA
"ENSMUSG00000107732","ENSMUSG00000107732","havana","1","Gm44204","lincRNA",NA
"ENSMUSG00000107733","ENSMUSG00000107733","havana","1","Gm8774","processed_pseudogene",NA
"ENSMUSG00000107735","ENSMUSG00000107735","havana","1","Gm44173","processed_pseudogene",NA
"ENSMUSG00000107736","ENSMUSG00000107736","havana","1","Gm44148","lincRNA",NA
"ENSMUSG00000107737","ENSMUSG00000107737","havana","1","1700027F06Rik","lincRNA",NA
"ENSMUSG00000107738","ENSMUSG00000107738","havana","1","Gm32453","processed_pseudogene",NA
"ENSMUSG00000107739","ENSMUSG00000107739","havana","1","Gm7812","processed_pseudogene",NA
"ENSMUSG00000107740","ENSMUSG00000107740","havana","1","Gm18765","processed_pseudogene",NA
"ENSMUSG00000107741","ENSMUSG00000107741","havana","2","Gm2011","transcribed_unprocessed_pseudogene",NA
"ENSMUSG00000107744","ENSMUSG00000107744","havana","1","1700072O05Rik","lincRNA",NA
"ENSMUSG00000107746","ENSMUSG00000107746","havana","1","Gm18690","unprocessed_pseudogene",NA
"ENSMUSG00000107747","ENSMUSG00000107747","havana","1","Gm5881","processed_pseudogene",NA
"ENSMUSG00000107748","ENSMUSG00000107748","havana","1","Olfr766-ps1","unprocessed_pseudogene",NA
"ENSMUSG00000107751","ENSMUSG00000107751","havana","1","Gm44122","processed_pseudogene",NA
"ENSMUSG00000107752","ENSMUSG00000107752","havana","1","Gm43934","processed_pseudogene",NA
"ENSMUSG00000107754","ENSMUSG00000107754","havana","1","RP24-390D8.3","processed_pseudogene",NA
"ENSMUSG00000107755","ENSMUSG00000107755","havana","1","Mageb16-ps2","processed_pseudogene",NA
"ENSMUSG00000107757","ENSMUSG00000107757","havana","1","Gm43898","processed_pseudogene",NA
"ENSMUSG00000107758","ENSMUSG00000107758","havana","1","Gm19253","processed_pseudogene",NA
"ENSMUSG00000107759","ENSMUSG00000107759","havana","1","Gm44258","sense_intronic",NA
"ENSMUSG00000107762","ENSMUSG00000107762","havana","1","Gm18421","processed_pseudogene",NA
"ENSMUSG00000107763","ENSMUSG00000107763","havana","1","Gm43962","processed_pseudogene",NA
"ENSMUSG00000107764","ENSMUSG00000107764","havana","1","Gm5318","processed_pseudogene",NA
"ENSMUSG00000107765","ENSMUSG00000107765","havana","1","Gm34224","unprocessed_pseudogene",NA
"ENSMUSG00000107766","ENSMUSG00000107766","havana","1","Gm44073","antisense",NA
"ENSMUSG00000107767","ENSMUSG00000107767","havana","1","Gm44448","lincRNA",NA
"ENSMUSG00000107768","ENSMUSG00000107768","havana","1","Gm44275","lincRNA",NA
"ENSMUSG00000107769","ENSMUSG00000107769","havana","1","Gm43959","processed_pseudogene",NA
"ENSMUSG00000107770","ENSMUSG00000107770","havana","1","Gm44126","processed_pseudogene",NA
"ENSMUSG00000107771","ENSMUSG00000107771","havana","1","Gm8956","processed_pseudogene",NA
"ENSMUSG00000107772","ENSMUSG00000107772","havana","1","Gm5311","processed_pseudogene",NA
"ENSMUSG00000107773","ENSMUSG00000107773","havana","1","Gm43971","lincRNA",NA
"ENSMUSG00000107774","ENSMUSG00000107774","havana","1","Gm43974","lincRNA",NA
"ENSMUSG00000107775","ENSMUSG00000107775","havana","1","Gm19764","processed_pseudogene",NA
"ENSMUSG00000107777","ENSMUSG00000107777","havana","1","RP24-444P19.5","processed_pseudogene",NA
"ENSMUSG00000107778","ENSMUSG00000107778","havana","1","Gm44098","unprocessed_pseudogene",NA
"ENSMUSG00000107781","ENSMUSG00000107781","havana","1","Gm44315","processed_pseudogene",NA
"ENSMUSG00000107783","ENSMUSG00000107783","havana","1","Gm44038","processed_pseudogene",NA
"ENSMUSG00000107784","ENSMUSG00000107784","havana","1","Gm43943","processed_pseudogene",NA
"ENSMUSG00000107785","ENSMUSG00000107785","havana","1","Gm30304","lincRNA",NA
"ENSMUSG00000107786","ENSMUSG00000107786","havana","1","Gm44232","processed_pseudogene",NA
"ENSMUSG00000107787","ENSMUSG00000107787","havana","1","RP23-134A10.14","processed_pseudogene",NA
"ENSMUSG00000107788","ENSMUSG00000107788","havana","1","Gm6266","processed_pseudogene",NA
"ENSMUSG00000107789","ENSMUSG00000107789","havana","1","RP24-124B23.14","protein_coding",NA
"ENSMUSG00000107790","ENSMUSG00000107790","havana","1","Olfr783-ps1","unprocessed_pseudogene",NA
"ENSMUSG00000107791","ENSMUSG00000107791","havana","1","Gm30557","lincRNA",NA
"ENSMUSG00000107792","ENSMUSG00000107792","havana","1","Gm43914","sense_intronic",NA
"ENSMUSG00000107795","ENSMUSG00000107795","havana","1","Gm44105","sense_intronic",NA
"ENSMUSG00000107797","ENSMUSG00000107797","havana","1","Gm10445","lincRNA",NA
"ENSMUSG00000107799","ENSMUSG00000107799","havana","1","Gm44051","antisense",NA
"ENSMUSG00000107800","ENSMUSG00000107800","havana","1","Gm44478","processed_pseudogene",NA
"ENSMUSG00000107802","ENSMUSG00000107802","havana","1","1700126G02Rik","antisense",NA
"ENSMUSG00000107803","ENSMUSG00000107803","havana","1","Olfr778-ps1","unprocessed_pseudogene",NA
"ENSMUSG00000107805","ENSMUSG00000107805","havana","1","Gm44003","processed_pseudogene",NA
"ENSMUSG00000107806","ENSMUSG00000107806","havana","1","Gm19726","processed_pseudogene",NA
"ENSMUSG00000107808","ENSMUSG00000107808","havana","1","Gm18689","unprocessed_pseudogene",NA
"ENSMUSG00000107810","ENSMUSG00000107810","havana","1","Gm18609","processed_pseudogene",NA
"ENSMUSG00000107811","ENSMUSG00000107811","havana","1","Gm44000","antisense",NA
"ENSMUSG00000107814","ENSMUSG00000107814","havana","1","Gm35876","processed_pseudogene",NA
"ENSMUSG00000107815","ENSMUSG00000107815","havana","1","Gm44257","lincRNA",NA
"ENSMUSG00000107816","ENSMUSG00000107816","havana","1","Gm29799","processed_pseudogene",NA
"ENSMUSG00000107817","ENSMUSG00000107817","havana","1","Gm38840","unprocessed_pseudogene",NA
"ENSMUSG00000107818","ENSMUSG00000107818","havana","1","Gm44034","unprocessed_pseudogene",NA
"ENSMUSG00000107819","ENSMUSG00000107819","havana","1","Gm18862","unprocessed_pseudogene",NA
"ENSMUSG00000107821","ENSMUSG00000107821","havana","1","Gm8038","processed_pseudogene",NA
"ENSMUSG00000107822","ENSMUSG00000107822","havana","1","Olfr1358","unprocessed_pseudogene",NA
"ENSMUSG00000107824","ENSMUSG00000107824","havana","1","Gm6443","processed_pseudogene",NA
"ENSMUSG00000107825","ENSMUSG00000107825","havana","1","Gm44296","antisense",NA
"ENSMUSG00000107828","ENSMUSG00000107828","havana","1","Gm18289","processed_pseudogene",NA
"ENSMUSG00000107829","ENSMUSG00000107829","havana","1","Gm43985","processed_pseudogene",NA
"ENSMUSG00000107831","ENSMUSG00000107831","havana","1","Gm44420","processed_pseudogene",NA
"ENSMUSG00000107832","ENSMUSG00000107832","havana","1","Gm18688","processed_pseudogene",NA
"ENSMUSG00000107833","ENSMUSG00000107833","havana","1","Gm18791","processed_pseudogene",NA
"ENSMUSG00000107834","ENSMUSG00000107834","havana","1","Gm43979","processed_pseudogene",NA
"ENSMUSG00000107836","ENSMUSG00000107836","havana","1","Gm5315","processed_pseudogene",NA
"ENSMUSG00000107837","ENSMUSG00000107837","havana","1","Gm44281","processed_pseudogene",NA
"ENSMUSG00000107839","ENSMUSG00000107839","havana","1","4930434O05Rik","lincRNA",NA
"ENSMUSG00000107842","ENSMUSG00000107842","havana","1","Gm44089","antisense",NA
"ENSMUSG00000107844","ENSMUSG00000107844","havana","1","Gm8686","processed_pseudogene",NA
"ENSMUSG00000107845","ENSMUSG00000107845","havana","1","Gm44212","processed_pseudogene",NA
"ENSMUSG00000107847","ENSMUSG00000107847","havana","1","Gm44004","lincRNA",NA
"ENSMUSG00000107849","ENSMUSG00000107849","havana","1","Gm43904","lincRNA",NA
"ENSMUSG00000107850","ENSMUSG00000107850","havana","1","Gm4714","processed_pseudogene",NA
"ENSMUSG00000107851","ENSMUSG00000107851","havana","1","Gm35736","processed_pseudogene",NA
"ENSMUSG00000107852","ENSMUSG00000107852","havana","1","Gm6227","processed_pseudogene",NA
"ENSMUSG00000107853","ENSMUSG00000107853","havana","1","Gm18584","processed_pseudogene",NA
"ENSMUSG00000107854","ENSMUSG00000107854","havana","1","Gm5001","unprocessed_pseudogene",NA
"ENSMUSG00000107855","ENSMUSG00000107855","havana","1","Gm44110","lincRNA",NA
"ENSMUSG00000107856","ENSMUSG00000107856","havana","1","Gm7838","processed_pseudogene",NA
"ENSMUSG00000107857","ENSMUSG00000107857","havana","1","Gm19596","unprocessed_pseudogene",NA
"ENSMUSG00000107859","ENSMUSG00000107859","havana","1","Gm30731","lincRNA",NA
"ENSMUSG00000107862","ENSMUSG00000107862","havana","1","Gm44151","antisense",NA
"ENSMUSG00000107863","ENSMUSG00000107863","havana","1","Gm44389","processed_pseudogene",NA
"ENSMUSG00000107864","ENSMUSG00000107864","havana","1","Gm44072","antisense",NA
"ENSMUSG00000107866","ENSMUSG00000107866","havana","1","Gm43907","processed_pseudogene",NA
"ENSMUSG00000107869","ENSMUSG00000107869","havana","1","Gm29848","processed_pseudogene",NA
"ENSMUSG00000107872","ENSMUSG00000107872","havana","2","RP24-127M20.8","protein_coding",NA
"ENSMUSG00000107873","ENSMUSG00000107873","havana","1","Gm19065","transcribed_processed_pseudogene",NA
"ENSMUSG00000107874","ENSMUSG00000107874","ensembl_havana","1","Prpmp5","protein_coding",NA
"ENSMUSG00000107875","ENSMUSG00000107875","havana","1","RP23-205F19.4","lincRNA",NA
"ENSMUSG00000107876","ENSMUSG00000107876","havana","1","Gm43936","lincRNA",NA
"ENSMUSG00000107877","ENSMUSG00000107877","havana","1","Gm43951","protein_coding",NA
"ENSMUSG00000107879","ENSMUSG00000107879","havana","1","9330102E08Rik","lincRNA",NA
"ENSMUSG00000107880","ENSMUSG00000107880","havana","1","Gm44113","lincRNA",NA
"ENSMUSG00000107882","ENSMUSG00000107882","havana","1","Gm44278","lincRNA",NA
"ENSMUSG00000107885","ENSMUSG00000107885","havana","1","Gm43993","processed_pseudogene",NA
"ENSMUSG00000107887","ENSMUSG00000107887","havana","1","Gm43950","lincRNA",NA
"ENSMUSG00000107888","ENSMUSG00000107888","havana","1","Gm44138","processed_pseudogene",NA
"ENSMUSG00000107889","ENSMUSG00000107889","havana","1","Olfr440-ps1","unprocessed_pseudogene",NA
"ENSMUSG00000107890","ENSMUSG00000107890","havana","1","Gm43968","processed_pseudogene",NA
"ENSMUSG00000107891","ENSMUSG00000107891","havana","1","Gm5051","processed_pseudogene",NA
"ENSMUSG00000107892","ENSMUSG00000107892","havana","1","RP23-200C3.8","processed_pseudogene",NA
"ENSMUSG00000107895","ENSMUSG00000107895","havana","1","1700094M24Rik","lincRNA",NA
"ENSMUSG00000107896","ENSMUSG00000107896","havana","1","Gm8719","processed_pseudogene",NA
"ENSMUSG00000107898","ENSMUSG00000107898","havana","1","Gm27013","unprocessed_pseudogene",NA
"ENSMUSG00000107900","ENSMUSG00000107900","havana","1","Gm5723","processed_pseudogene",NA
"ENSMUSG00000107901","ENSMUSG00000107901","havana","1","Gm44074","processed_pseudogene",NA
"ENSMUSG00000107902","ENSMUSG00000107902","havana","1","Gm32592","antisense",NA
"ENSMUSG00000107904","ENSMUSG00000107904","havana","1","Gm44213","processed_pseudogene",NA
"ENSMUSG00000107906","ENSMUSG00000107906","ensembl_havana","1","Gm5580","protein_coding",NA
"ENSMUSG00000107907","ENSMUSG00000107907","havana","1","Gm8574","processed_pseudogene",NA
"ENSMUSG00000107908","ENSMUSG00000107908","havana","1","Gm43895","processed_pseudogene",NA
"ENSMUSG00000107911","ENSMUSG00000107911","havana","1","Gm7565","processed_pseudogene",NA
"ENSMUSG00000107914","ENSMUSG00000107914","havana","1","Gm44076","processed_pseudogene",NA
"ENSMUSG00000107916","ENSMUSG00000107916","havana","1","Gm18011","processed_pseudogene",NA
"ENSMUSG00000107918","ENSMUSG00000107918","havana","1","Gm8999","processed_pseudogene",NA
"ENSMUSG00000107919","ENSMUSG00000107919","havana","1","Gm7946","processed_pseudogene",NA
"ENSMUSG00000107920","ENSMUSG00000107920","havana","1","Gm7783","processed_pseudogene",NA
"ENSMUSG00000107921","ENSMUSG00000107921","havana","1","Gm6423","processed_pseudogene",NA
"ENSMUSG00000107922","ENSMUSG00000107922","havana","1","Gm44285","processed_pseudogene",NA
"ENSMUSG00000107923","ENSMUSG00000107923","havana","1","Gm43922","processed_pseudogene",NA
"ENSMUSG00000107924","ENSMUSG00000107924","havana","1","4930518I17Rik","lincRNA",NA
"ENSMUSG00000107925","ENSMUSG00000107925","havana","1","Gm43957","processed_pseudogene",NA
"ENSMUSG00000107926","ENSMUSG00000107926","havana","1","4930504D19Rik","lincRNA",NA
"ENSMUSG00000107928","ENSMUSG00000107928","havana","1","RP23-4F16.12","protein_coding",NA
"ENSMUSG00000107929","ENSMUSG00000107929","havana","1","Gm44197","lincRNA",NA
"ENSMUSG00000107930","ENSMUSG00000107930","havana","1","Gm44162","processed_pseudogene",NA
"ENSMUSG00000107931","ENSMUSG00000107931","havana","1","Gm44475","processed_pseudogene",NA
"ENSMUSG00000107933","ENSMUSG00000107933","havana","1","Gm30498","lincRNA",NA
"ENSMUSG00000107934","ENSMUSG00000107934","havana","1","Gm17822","processed_pseudogene",NA
"ENSMUSG00000107935","ENSMUSG00000107935","havana","1","Gm4872","lincRNA",NA
"ENSMUSG00000107936","ENSMUSG00000107936","havana","1","Gm44155","processed_pseudogene",NA
"ENSMUSG00000107937","ENSMUSG00000107937","havana","1","Gm44200","sense_intronic",NA
"ENSMUSG00000107938","ENSMUSG00000107938","havana","1","Gm32308","processed_pseudogene",NA
"ENSMUSG00000107940","ENSMUSG00000107940","havana","1","Gm44100","processed_pseudogene",NA
"ENSMUSG00000107941","ENSMUSG00000107941","havana","1","Gm44010","processed_pseudogene",NA
"ENSMUSG00000107942","ENSMUSG00000107942","havana","1","Gm44411","processed_pseudogene",NA
"ENSMUSG00000107943","ENSMUSG00000107943","havana","1","Gm18538","processed_pseudogene",NA
"ENSMUSG00000107945","ENSMUSG00000107945","havana","1","Rpl7a-ps14","processed_pseudogene",NA
"ENSMUSG00000107946","ENSMUSG00000107946","havana","1","Gm44066","lincRNA",NA
"ENSMUSG00000107948","ENSMUSG00000107948","havana","2","AA545190","lincRNA",NA
"ENSMUSG00000107950","ENSMUSG00000107950","havana","1","Gm6375","processed_pseudogene",NA
"ENSMUSG00000107951","ENSMUSG00000107951","havana","1","Gm6210","processed_pseudogene",NA
"ENSMUSG00000107952","ENSMUSG00000107952","havana","1","Gm6352","processed_pseudogene",NA
"ENSMUSG00000107953","ENSMUSG00000107953","havana","1","Gm44211","processed_pseudogene",NA
"ENSMUSG00000107956","ENSMUSG00000107956","havana","1","Speer9-ps1","lincRNA",NA
"ENSMUSG00000107957","ENSMUSG00000107957","havana","1","Gm44088","processed_pseudogene",NA
"ENSMUSG00000107959","ENSMUSG00000107959","havana","1","Gm44111","processed_pseudogene",NA
"ENSMUSG00000107960","ENSMUSG00000107960","havana","1","Gm44042","lincRNA",NA
"ENSMUSG00000107961","ENSMUSG00000107961","havana","1","Gm44036","lincRNA",NA
"ENSMUSG00000107965","ENSMUSG00000107965","havana","1","Gm44259","processed_pseudogene",NA
"ENSMUSG00000107968","ENSMUSG00000107968","havana","1","Gm44419","processed_pseudogene",NA
"ENSMUSG00000107969","ENSMUSG00000107969","havana","1","Gm44085","antisense",NA
"ENSMUSG00000107972","ENSMUSG00000107972","havana","1","Gm18198","processed_pseudogene",NA
"ENSMUSG00000107973","ENSMUSG00000107973","havana","1","Gm43978","processed_pseudogene",NA
"ENSMUSG00000107975","ENSMUSG00000107975","havana","1","Gm44118","processed_pseudogene",NA
"ENSMUSG00000107978","ENSMUSG00000107978","havana","1","Gm44109","lincRNA",NA
"ENSMUSG00000107979","ENSMUSG00000107979","havana","1","Zfp813-ps","lincRNA",NA
"ENSMUSG00000107981","ENSMUSG00000107981","havana","1","Gm6064","processed_pseudogene",NA
"ENSMUSG00000107982","ENSMUSG00000107982","havana","1","Gm44219","processed_pseudogene",NA
"ENSMUSG00000107983","ENSMUSG00000107983","havana","1","Gm43973","processed_pseudogene",NA
"ENSMUSG00000107984","ENSMUSG00000107984","havana","1","Gm5306","processed_pseudogene",NA
"ENSMUSG00000107985","ENSMUSG00000107985","havana","1","Gm44160","lincRNA",NA
"ENSMUSG00000107986","ENSMUSG00000107986","havana","1","Olfr454-ps1","unprocessed_pseudogene",NA
"ENSMUSG00000107987","ENSMUSG00000107987","havana","1","Gm43905","processed_pseudogene",NA
"ENSMUSG00000107988","ENSMUSG00000107988","havana","1","Gm44006","lincRNA",NA
"ENSMUSG00000107990","ENSMUSG00000107990","havana","1","Gm7890","processed_pseudogene",NA
"ENSMUSG00000107991","ENSMUSG00000107991","havana","1","Gm43919","processed_pseudogene",NA
"ENSMUSG00000107992","ENSMUSG00000107992","havana","1","Gm44223","unprocessed_pseudogene",NA
"ENSMUSG00000107993","ENSMUSG00000107993","ensembl_havana","2","G930045G22Rik","lincRNA",NA
"ENSMUSG00000107994","ENSMUSG00000107994","ensembl_havana","1","D830050J10Rik","bidirectional_promoter_lncRNA",NA
"ENSMUSG00000107995","ENSMUSG00000107995","havana","1","Gm44487","processed_pseudogene",NA
"ENSMUSG00000107998","ENSMUSG00000107998","havana","1","Gm44018","processed_pseudogene",NA
"ENSMUSG00000107999","ENSMUSG00000107999","havana","1","Gm44123","antisense",NA
"ENSMUSG00000108000","ENSMUSG00000108000","havana","1","Gm44208","processed_pseudogene",NA
"ENSMUSG00000108002","ENSMUSG00000108002","havana","1","Gm18326","processed_pseudogene",NA
"ENSMUSG00000108003","ENSMUSG00000108003","havana","1","Gm35386","lincRNA",NA
"ENSMUSG00000108006","ENSMUSG00000108006","havana","1","Gm44418","antisense",NA
"ENSMUSG00000108007","ENSMUSG00000108007","havana","1","Gm18540","processed_pseudogene",NA
"ENSMUSG00000108009","ENSMUSG00000108009","havana","1","Gm44279","processed_pseudogene",NA
"ENSMUSG00000108010","ENSMUSG00000108010","havana","1","Gm44246","lincRNA",NA
"ENSMUSG00000108011","ENSMUSG00000108011","havana","1","RP23-114E15.17","protein_coding",NA
"ENSMUSG00000108012","ENSMUSG00000108012","havana","1","Gm44012","antisense",NA
"ENSMUSG00000108013","ENSMUSG00000108013","havana","1","Gm44052","processed_pseudogene",NA
"ENSMUSG00000108015","ENSMUSG00000108015","havana","3","Gm43878","lincRNA",NA
"ENSMUSG00000108016","ENSMUSG00000108016","havana","1","Gm8039","processed_pseudogene",NA
"ENSMUSG00000108017","ENSMUSG00000108017","havana","1","Gm18539","processed_pseudogene",NA
"ENSMUSG00000108018","ENSMUSG00000108018","havana","1","Gm43928","processed_pseudogene",NA
"ENSMUSG00000108019","ENSMUSG00000108019","havana","1","Gm44108","processed_pseudogene",NA
"ENSMUSG00000108020","ENSMUSG00000108020","havana","1","Gm43983","lincRNA",NA
"ENSMUSG00000108022","ENSMUSG00000108022","havana","1","Gm7298","protein_coding",NA
"ENSMUSG00000108023","ENSMUSG00000108023","havana","1","Gm44245","processed_pseudogene",NA
"ENSMUSG00000108025","ENSMUSG00000108025","havana","1","Gm43998","lincRNA",NA
"ENSMUSG00000108027","ENSMUSG00000108027","havana","1","Gm44271","lincRNA",NA
"ENSMUSG00000108028","ENSMUSG00000108028","havana","1","Gm8143","processed_pseudogene",NA
"ENSMUSG00000108029","ENSMUSG00000108029","havana","1","Olfr1556-ps1","unprocessed_pseudogene",NA
"ENSMUSG00000108030","ENSMUSG00000108030","havana","1","9530062K07Rik","bidirectional_promoter_lncRNA",NA
"ENSMUSG00000108032","ENSMUSG00000108032","havana","1","Olfr210-ps1","unprocessed_pseudogene",NA
"ENSMUSG00000108033","ENSMUSG00000108033","havana","1","Gm44284","antisense",NA
"ENSMUSG00000108034","ENSMUSG00000108034","havana","1","Gm43989","antisense",NA
"ENSMUSG00000108036","ENSMUSG00000108036","havana","1","Gm43967","processed_pseudogene",NA
"ENSMUSG00000108037","ENSMUSG00000108037","havana","2","RP24-503A2.6","processed_transcript",NA
"ENSMUSG00000108038","ENSMUSG00000108038","havana","1","D030044L04Rik","lincRNA",NA
"ENSMUSG00000108039","ENSMUSG00000108039","havana","1","Gm43925","processed_pseudogene",NA
"ENSMUSG00000108041","ENSMUSG00000108041","havana","1","Gm5154","unprocessed_pseudogene",NA
"ENSMUSG00000108043","ENSMUSG00000108043","havana","2","Zim3","antisense",NA
"ENSMUSG00000108044","ENSMUSG00000108044","havana","1","Gm44459","processed_pseudogene",NA
"ENSMUSG00000108045","ENSMUSG00000108045","ensembl_havana","1","Gm5576","processed_pseudogene",NA
"ENSMUSG00000108047","ENSMUSG00000108047","havana","1","Gm44158","processed_pseudogene",NA
"ENSMUSG00000108052","ENSMUSG00000108052","havana","1","Gm8479","transcribed_processed_pseudogene",NA
"ENSMUSG00000108054","ENSMUSG00000108054","havana","1","Gm44149","processed_pseudogene",NA
"ENSMUSG00000108056","ENSMUSG00000108056","havana","1","Gm43941","processed_pseudogene",NA
"ENSMUSG00000108058","ENSMUSG00000108058","havana","1","Olfr451-ps1","polymorphic_pseudogene",NA
"ENSMUSG00000108060","ENSMUSG00000108060","havana","2","4921529L05Rik","processed_transcript",NA
"ENSMUSG00000108061","ENSMUSG00000108061","ensembl","1","Olfr790","protein_coding",NA
"ENSMUSG00000108062","ENSMUSG00000108062","havana","1","Gm44028","lincRNA",NA
"ENSMUSG00000108063","ENSMUSG00000108063","havana","1","Gm3279","lincRNA",NA
"ENSMUSG00000108065","ENSMUSG00000108065","havana","1","Gm18423","processed_pseudogene",NA
"ENSMUSG00000108066","ENSMUSG00000108066","havana","2","Gm44134","transcribed_unprocessed_pseudogene",NA
"ENSMUSG00000108068","ENSMUSG00000108068","havana","1","Gm44075","processed_pseudogene",NA
"ENSMUSG00000108069","ENSMUSG00000108069","havana","1","Hspd1-ps1","processed_pseudogene",NA
"ENSMUSG00000108071","ENSMUSG00000108071","havana","1","Gm3455","lincRNA",NA
"ENSMUSG00000108072","ENSMUSG00000108072","havana","1","Gm20362","lincRNA",NA
"ENSMUSG00000108073","ENSMUSG00000108073","havana","1","Gm6072","processed_pseudogene",NA
"ENSMUSG00000108078","ENSMUSG00000108078","havana","1","Gm8744","processed_pseudogene",NA
"ENSMUSG00000108079","ENSMUSG00000108079","havana","1","Gm44210","antisense",NA
"ENSMUSG00000108081","ENSMUSG00000108081","havana","1","Gm44026","antisense",NA
"ENSMUSG00000108082","ENSMUSG00000108082","havana","1","Gm5314","processed_pseudogene",NA
"ENSMUSG00000108083","ENSMUSG00000108083","havana","1","Mug4-ps","unprocessed_pseudogene",NA
"ENSMUSG00000108084","ENSMUSG00000108084","ensembl_havana","1","Gm7932","lincRNA",NA
"ENSMUSG00000108085","ENSMUSG00000108085","havana","1","A930014E10Rik","lincRNA",NA
"ENSMUSG00000108086","ENSMUSG00000108086","havana","1","Gm6786","processed_pseudogene",NA
"ENSMUSG00000108087","ENSMUSG00000108087","havana","1","Gm43893","lincRNA",NA
"ENSMUSG00000108089","ENSMUSG00000108089","havana","1","Gm3148","processed_pseudogene",NA
"ENSMUSG00000108090","ENSMUSG00000108090","havana","1","Gm6637","processed_pseudogene",NA
"ENSMUSG00000108091","ENSMUSG00000108091","havana","1","Gm44221","processed_pseudogene",NA
"ENSMUSG00000108094","ENSMUSG00000108094","havana","1","Gm31108","lincRNA",NA
"ENSMUSG00000108095","ENSMUSG00000108095","havana","1","Gm44067","lincRNA",NA
"ENSMUSG00000108096","ENSMUSG00000108096","havana","1","Minpp1-ps","processed_pseudogene",NA
"ENSMUSG00000108097","ENSMUSG00000108097","havana","1","Gm44060","processed_pseudogene",NA
"ENSMUSG00000108098","ENSMUSG00000108098","havana","1","Gm18838","processed_pseudogene",NA
"ENSMUSG00000108099","ENSMUSG00000108099","havana","1","Gm43988","processed_pseudogene",NA
"ENSMUSG00000108100","ENSMUSG00000108100","havana","1","Gm5876","processed_pseudogene",NA
"ENSMUSG00000108101","ENSMUSG00000108101","havana","1","RP23-14P17.5","sense_intronic",NA
"ENSMUSG00000108103","ENSMUSG00000108103","havana","1","Gm44081","lincRNA",NA
"ENSMUSG00000108104","ENSMUSG00000108104","havana","1","Gm20997","processed_pseudogene",NA
"ENSMUSG00000108105","ENSMUSG00000108105","havana","1","Gm5340","processed_pseudogene",NA
"ENSMUSG00000108106","ENSMUSG00000108106","havana","2","Gm5886","transcribed_unprocessed_pseudogene",NA
"ENSMUSG00000108107","ENSMUSG00000108107","havana","2","Gm5312","processed_pseudogene",NA
"ENSMUSG00000108109","ENSMUSG00000108109","havana","1","Gm44287","antisense",NA
"ENSMUSG00000108110","ENSMUSG00000108110","havana","1","Gm18012","processed_pseudogene",NA
"ENSMUSG00000108111","ENSMUSG00000108111","havana","1","RP24-457L7.3","lincRNA",NA
"ENSMUSG00000108112","ENSMUSG00000108112","havana","1","RP24-491O6.1","processed_transcript",NA
